calendar_position,source_timestamp_utc,source_timestamp_local_london,timestamp_utc,timestamp_local,alignment_method
7312,2013-11-01T16:00:00Z,2013-11-01 16:00:00+00:00,2013-11-01T15:00:00Z,2013-11-01 16:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7313,2013-11-01T17:00:00Z,2013-11-01 17:00:00+00:00,2013-11-01T16:00:00Z,2013-11-01 17:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7314,2013-11-01T18:00:00Z,2013-11-01 18:00:00+00:00,2013-11-01T17:00:00Z,2013-11-01 18:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7315,2013-11-01T19:00:00Z,2013-11-01 19:00:00+00:00,2013-11-01T18:00:00Z,2013-11-01 19:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7316,2013-11-01T20:00:00Z,2013-11-01 20:00:00+00:00,2013-11-01T19:00:00Z,2013-11-01 20:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7317,2013-11-01T21:00:00Z,2013-11-01 21:00:00+00:00,2013-11-01T20:00:00Z,2013-11-01 21:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7318,2013-11-01T22:00:00Z,2013-11-01 22:00:00+00:00,2013-11-01T21:00:00Z,2013-11-01 22:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7319,2013-11-01T23:00:00Z,2013-11-01 23:00:00+00:00,2013-11-01T22:00:00Z,2013-11-01 23:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7320,2013-11-02T00:00:00Z,2013-11-02 00:00:00+00:00,2013-11-01T23:00:00Z,2013-11-02 00:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7321,2013-11-02T01:00:00Z,2013-11-02 01:00:00+00:00,2013-11-02T00:00:00Z,2013-11-02 01:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7322,2013-11-02T02:00:00Z,2013-11-02 02:00:00+00:00,2013-11-02T01:00:00Z,2013-11-02 02:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7323,2013-11-02T03:00:00Z,2013-11-02 03:00:00+00:00,2013-11-02T02:00:00Z,2013-11-02 03:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7324,2013-11-02T04:00:00Z,2013-11-02 04:00:00+00:00,2013-11-02T03:00:00Z,2013-11-02 04:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7325,2013-11-02T05:00:00Z,2013-11-02 05:00:00+00:00,2013-11-02T04:00:00Z,2013-11-02 05:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7326,2013-11-02T06:00:00Z,2013-11-02 06:00:00+00:00,2013-11-02T05:00:00Z,2013-11-02 06:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7327,2013-11-02T07:00:00Z,2013-11-02 07:00:00+00:00,2013-11-02T06:00:00Z,2013-11-02 07:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7328,2013-11-02T08:00:00Z,2013-11-02 08:00:00+00:00,2013-11-02T07:00:00Z,2013-11-02 08:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7329,2013-11-02T09:00:00Z,2013-11-02 09:00:00+00:00,2013-11-02T08:00:00Z,2013-11-02 09:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7330,2013-11-02T10:00:00Z,2013-11-02 10:00:00+00:00,2013-11-02T09:00:00Z,2013-11-02 10:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7331,2013-11-02T11:00:00Z,2013-11-02 11:00:00+00:00,2013-11-02T10:00:00Z,2013-11-02 11:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7332,2013-11-02T12:00:00Z,2013-11-02 12:00:00+00:00,2013-11-02T11:00:00Z,2013-11-02 12:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7333,2013-11-02T13:00:00Z,2013-11-02 13:00:00+00:00,2013-11-02T12:00:00Z,2013-11-02 13:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7334,2013-11-02T14:00:00Z,2013-11-02 14:00:00+00:00,2013-11-02T13:00:00Z,2013-11-02 14:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7335,2013-11-02T15:00:00Z,2013-11-02 15:00:00+00:00,2013-11-02T14:00:00Z,2013-11-02 15:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7336,2013-11-02T16:00:00Z,2013-11-02 16:00:00+00:00,2013-11-02T15:00:00Z,2013-11-02 16:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7337,2013-11-02T17:00:00Z,2013-11-02 17:00:00+00:00,2013-11-02T16:00:00Z,2013-11-02 17:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7338,2013-11-02T18:00:00Z,2013-11-02 18:00:00+00:00,2013-11-02T17:00:00Z,2013-11-02 18:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7339,2013-11-02T19:00:00Z,2013-11-02 19:00:00+00:00,2013-11-02T18:00:00Z,2013-11-02 19:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7340,2013-11-02T20:00:00Z,2013-11-02 20:00:00+00:00,2013-11-02T19:00:00Z,2013-11-02 20:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7341,2013-11-02T21:00:00Z,2013-11-02 21:00:00+00:00,2013-11-02T20:00:00Z,2013-11-02 21:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7342,2013-11-02T22:00:00Z,2013-11-02 22:00:00+00:00,2013-11-02T21:00:00Z,2013-11-02 22:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7343,2013-11-02T23:00:00Z,2013-11-02 23:00:00+00:00,2013-11-02T22:00:00Z,2013-11-02 23:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7344,2013-11-03T00:00:00Z,2013-11-03 00:00:00+00:00,2013-11-02T23:00:00Z,2013-11-03 00:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7345,2013-11-03T01:00:00Z,2013-11-03 01:00:00+00:00,2013-11-03T00:00:00Z,2013-11-03 01:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7346,2013-11-03T02:00:00Z,2013-11-03 02:00:00+00:00,2013-11-03T01:00:00Z,2013-11-03 02:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7347,2013-11-03T03:00:00Z,2013-11-03 03:00:00+00:00,2013-11-03T02:00:00Z,2013-11-03 03:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7348,2013-11-03T04:00:00Z,2013-11-03 04:00:00+00:00,2013-11-03T03:00:00Z,2013-11-03 04:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7349,2013-11-03T05:00:00Z,2013-11-03 05:00:00+00:00,2013-11-03T04:00:00Z,2013-11-03 05:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7350,2013-11-03T06:00:00Z,2013-11-03 06:00:00+00:00,2013-11-03T05:00:00Z,2013-11-03 06:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7351,2013-11-03T07:00:00Z,2013-11-03 07:00:00+00:00,2013-11-03T06:00:00Z,2013-11-03 07:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7352,2013-11-03T08:00:00Z,2013-11-03 08:00:00+00:00,2013-11-03T07:00:00Z,2013-11-03 08:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7353,2013-11-03T09:00:00Z,2013-11-03 09:00:00+00:00,2013-11-03T08:00:00Z,2013-11-03 09:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7354,2013-11-03T10:00:00Z,2013-11-03 10:00:00+00:00,2013-11-03T09:00:00Z,2013-11-03 10:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7355,2013-11-03T11:00:00Z,2013-11-03 11:00:00+00:00,2013-11-03T10:00:00Z,2013-11-03 11:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7356,2013-11-03T12:00:00Z,2013-11-03 12:00:00+00:00,2013-11-03T11:00:00Z,2013-11-03 12:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7357,2013-11-03T13:00:00Z,2013-11-03 13:00:00+00:00,2013-11-03T12:00:00Z,2013-11-03 13:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7358,2013-11-03T14:00:00Z,2013-11-03 14:00:00+00:00,2013-11-03T13:00:00Z,2013-11-03 14:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7359,2013-11-03T15:00:00Z,2013-11-03 15:00:00+00:00,2013-11-03T14:00:00Z,2013-11-03 15:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7360,2013-11-03T16:00:00Z,2013-11-03 16:00:00+00:00,2013-11-03T15:00:00Z,2013-11-03 16:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7361,2013-11-03T17:00:00Z,2013-11-03 17:00:00+00:00,2013-11-03T16:00:00Z,2013-11-03 17:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7362,2013-11-03T18:00:00Z,2013-11-03 18:00:00+00:00,2013-11-03T17:00:00Z,2013-11-03 18:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7363,2013-11-03T19:00:00Z,2013-11-03 19:00:00+00:00,2013-11-03T18:00:00Z,2013-11-03 19:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7364,2013-11-03T20:00:00Z,2013-11-03 20:00:00+00:00,2013-11-03T19:00:00Z,2013-11-03 20:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7365,2013-11-03T21:00:00Z,2013-11-03 21:00:00+00:00,2013-11-03T20:00:00Z,2013-11-03 21:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7366,2013-11-03T22:00:00Z,2013-11-03 22:00:00+00:00,2013-11-03T21:00:00Z,2013-11-03 22:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7367,2013-11-03T23:00:00Z,2013-11-03 23:00:00+00:00,2013-11-03T22:00:00Z,2013-11-03 23:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7368,2013-11-04T00:00:00Z,2013-11-04 00:00:00+00:00,2013-11-03T23:00:00Z,2013-11-04 00:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7369,2013-11-04T01:00:00Z,2013-11-04 01:00:00+00:00,2013-11-04T00:00:00Z,2013-11-04 01:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7370,2013-11-04T02:00:00Z,2013-11-04 02:00:00+00:00,2013-11-04T01:00:00Z,2013-11-04 02:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7371,2013-11-04T03:00:00Z,2013-11-04 03:00:00+00:00,2013-11-04T02:00:00Z,2013-11-04 03:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7372,2013-11-04T04:00:00Z,2013-11-04 04:00:00+00:00,2013-11-04T03:00:00Z,2013-11-04 04:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7373,2013-11-04T05:00:00Z,2013-11-04 05:00:00+00:00,2013-11-04T04:00:00Z,2013-11-04 05:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7374,2013-11-04T06:00:00Z,2013-11-04 06:00:00+00:00,2013-11-04T05:00:00Z,2013-11-04 06:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7375,2013-11-04T07:00:00Z,2013-11-04 07:00:00+00:00,2013-11-04T06:00:00Z,2013-11-04 07:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7376,2013-11-04T08:00:00Z,2013-11-04 08:00:00+00:00,2013-11-04T07:00:00Z,2013-11-04 08:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7377,2013-11-04T09:00:00Z,2013-11-04 09:00:00+00:00,2013-11-04T08:00:00Z,2013-11-04 09:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7378,2013-11-04T10:00:00Z,2013-11-04 10:00:00+00:00,2013-11-04T09:00:00Z,2013-11-04 10:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7379,2013-11-04T11:00:00Z,2013-11-04 11:00:00+00:00,2013-11-04T10:00:00Z,2013-11-04 11:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7380,2013-11-04T12:00:00Z,2013-11-04 12:00:00+00:00,2013-11-04T11:00:00Z,2013-11-04 12:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7381,2013-11-04T13:00:00Z,2013-11-04 13:00:00+00:00,2013-11-04T12:00:00Z,2013-11-04 13:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7382,2013-11-04T14:00:00Z,2013-11-04 14:00:00+00:00,2013-11-04T13:00:00Z,2013-11-04 14:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7383,2013-11-04T15:00:00Z,2013-11-04 15:00:00+00:00,2013-11-04T14:00:00Z,2013-11-04 15:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7384,2013-11-04T16:00:00Z,2013-11-04 16:00:00+00:00,2013-11-04T15:00:00Z,2013-11-04 16:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7385,2013-11-04T17:00:00Z,2013-11-04 17:00:00+00:00,2013-11-04T16:00:00Z,2013-11-04 17:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7386,2013-11-04T18:00:00Z,2013-11-04 18:00:00+00:00,2013-11-04T17:00:00Z,2013-11-04 18:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7387,2013-11-04T19:00:00Z,2013-11-04 19:00:00+00:00,2013-11-04T18:00:00Z,2013-11-04 19:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7388,2013-11-04T20:00:00Z,2013-11-04 20:00:00+00:00,2013-11-04T19:00:00Z,2013-11-04 20:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7389,2013-11-04T21:00:00Z,2013-11-04 21:00:00+00:00,2013-11-04T20:00:00Z,2013-11-04 21:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7390,2013-11-04T22:00:00Z,2013-11-04 22:00:00+00:00,2013-11-04T21:00:00Z,2013-11-04 22:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7391,2013-11-04T23:00:00Z,2013-11-04 23:00:00+00:00,2013-11-04T22:00:00Z,2013-11-04 23:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7392,2013-11-05T00:00:00Z,2013-11-05 00:00:00+00:00,2013-11-04T23:00:00Z,2013-11-05 00:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7393,2013-11-05T01:00:00Z,2013-11-05 01:00:00+00:00,2013-11-05T00:00:00Z,2013-11-05 01:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7394,2013-11-05T02:00:00Z,2013-11-05 02:00:00+00:00,2013-11-05T01:00:00Z,2013-11-05 02:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7395,2013-11-05T03:00:00Z,2013-11-05 03:00:00+00:00,2013-11-05T02:00:00Z,2013-11-05 03:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7396,2013-11-05T04:00:00Z,2013-11-05 04:00:00+00:00,2013-11-05T03:00:00Z,2013-11-05 04:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7397,2013-11-05T05:00:00Z,2013-11-05 05:00:00+00:00,2013-11-05T04:00:00Z,2013-11-05 05:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7398,2013-11-05T06:00:00Z,2013-11-05 06:00:00+00:00,2013-11-05T05:00:00Z,2013-11-05 06:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7399,2013-11-05T07:00:00Z,2013-11-05 07:00:00+00:00,2013-11-05T06:00:00Z,2013-11-05 07:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7400,2013-11-05T08:00:00Z,2013-11-05 08:00:00+00:00,2013-11-05T07:00:00Z,2013-11-05 08:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7401,2013-11-05T09:00:00Z,2013-11-05 09:00:00+00:00,2013-11-05T08:00:00Z,2013-11-05 09:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7402,2013-11-05T10:00:00Z,2013-11-05 10:00:00+00:00,2013-11-05T09:00:00Z,2013-11-05 10:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7403,2013-11-05T11:00:00Z,2013-11-05 11:00:00+00:00,2013-11-05T10:00:00Z,2013-11-05 11:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7404,2013-11-05T12:00:00Z,2013-11-05 12:00:00+00:00,2013-11-05T11:00:00Z,2013-11-05 12:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7405,2013-11-05T13:00:00Z,2013-11-05 13:00:00+00:00,2013-11-05T12:00:00Z,2013-11-05 13:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7406,2013-11-05T14:00:00Z,2013-11-05 14:00:00+00:00,2013-11-05T13:00:00Z,2013-11-05 14:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7407,2013-11-05T15:00:00Z,2013-11-05 15:00:00+00:00,2013-11-05T14:00:00Z,2013-11-05 15:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7408,2013-11-05T16:00:00Z,2013-11-05 16:00:00+00:00,2013-11-05T15:00:00Z,2013-11-05 16:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7409,2013-11-05T17:00:00Z,2013-11-05 17:00:00+00:00,2013-11-05T16:00:00Z,2013-11-05 17:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7410,2013-11-05T18:00:00Z,2013-11-05 18:00:00+00:00,2013-11-05T17:00:00Z,2013-11-05 18:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7411,2013-11-05T19:00:00Z,2013-11-05 19:00:00+00:00,2013-11-05T18:00:00Z,2013-11-05 19:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7412,2013-11-05T20:00:00Z,2013-11-05 20:00:00+00:00,2013-11-05T19:00:00Z,2013-11-05 20:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7413,2013-11-05T21:00:00Z,2013-11-05 21:00:00+00:00,2013-11-05T20:00:00Z,2013-11-05 21:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7414,2013-11-05T22:00:00Z,2013-11-05 22:00:00+00:00,2013-11-05T21:00:00Z,2013-11-05 22:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7415,2013-11-05T23:00:00Z,2013-11-05 23:00:00+00:00,2013-11-05T22:00:00Z,2013-11-05 23:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7416,2013-11-06T00:00:00Z,2013-11-06 00:00:00+00:00,2013-11-05T23:00:00Z,2013-11-06 00:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7417,2013-11-06T01:00:00Z,2013-11-06 01:00:00+00:00,2013-11-06T00:00:00Z,2013-11-06 01:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7418,2013-11-06T02:00:00Z,2013-11-06 02:00:00+00:00,2013-11-06T01:00:00Z,2013-11-06 02:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7419,2013-11-06T03:00:00Z,2013-11-06 03:00:00+00:00,2013-11-06T02:00:00Z,2013-11-06 03:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7420,2013-11-06T04:00:00Z,2013-11-06 04:00:00+00:00,2013-11-06T03:00:00Z,2013-11-06 04:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7421,2013-11-06T05:00:00Z,2013-11-06 05:00:00+00:00,2013-11-06T04:00:00Z,2013-11-06 05:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7422,2013-11-06T06:00:00Z,2013-11-06 06:00:00+00:00,2013-11-06T05:00:00Z,2013-11-06 06:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7423,2013-11-06T07:00:00Z,2013-11-06 07:00:00+00:00,2013-11-06T06:00:00Z,2013-11-06 07:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7424,2013-11-06T08:00:00Z,2013-11-06 08:00:00+00:00,2013-11-06T07:00:00Z,2013-11-06 08:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7425,2013-11-06T09:00:00Z,2013-11-06 09:00:00+00:00,2013-11-06T08:00:00Z,2013-11-06 09:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7426,2013-11-06T10:00:00Z,2013-11-06 10:00:00+00:00,2013-11-06T09:00:00Z,2013-11-06 10:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7427,2013-11-06T11:00:00Z,2013-11-06 11:00:00+00:00,2013-11-06T10:00:00Z,2013-11-06 11:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7428,2013-11-06T12:00:00Z,2013-11-06 12:00:00+00:00,2013-11-06T11:00:00Z,2013-11-06 12:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7429,2013-11-06T13:00:00Z,2013-11-06 13:00:00+00:00,2013-11-06T12:00:00Z,2013-11-06 13:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7430,2013-11-06T14:00:00Z,2013-11-06 14:00:00+00:00,2013-11-06T13:00:00Z,2013-11-06 14:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7431,2013-11-06T15:00:00Z,2013-11-06 15:00:00+00:00,2013-11-06T14:00:00Z,2013-11-06 15:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7432,2013-11-06T16:00:00Z,2013-11-06 16:00:00+00:00,2013-11-06T15:00:00Z,2013-11-06 16:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7433,2013-11-06T17:00:00Z,2013-11-06 17:00:00+00:00,2013-11-06T16:00:00Z,2013-11-06 17:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7434,2013-11-06T18:00:00Z,2013-11-06 18:00:00+00:00,2013-11-06T17:00:00Z,2013-11-06 18:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7435,2013-11-06T19:00:00Z,2013-11-06 19:00:00+00:00,2013-11-06T18:00:00Z,2013-11-06 19:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7436,2013-11-06T20:00:00Z,2013-11-06 20:00:00+00:00,2013-11-06T19:00:00Z,2013-11-06 20:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7437,2013-11-06T21:00:00Z,2013-11-06 21:00:00+00:00,2013-11-06T20:00:00Z,2013-11-06 21:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7438,2013-11-06T22:00:00Z,2013-11-06 22:00:00+00:00,2013-11-06T21:00:00Z,2013-11-06 22:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7439,2013-11-06T23:00:00Z,2013-11-06 23:00:00+00:00,2013-11-06T22:00:00Z,2013-11-06 23:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7440,2013-11-07T00:00:00Z,2013-11-07 00:00:00+00:00,2013-11-06T23:00:00Z,2013-11-07 00:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7441,2013-11-07T01:00:00Z,2013-11-07 01:00:00+00:00,2013-11-07T00:00:00Z,2013-11-07 01:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7442,2013-11-07T02:00:00Z,2013-11-07 02:00:00+00:00,2013-11-07T01:00:00Z,2013-11-07 02:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7443,2013-11-07T03:00:00Z,2013-11-07 03:00:00+00:00,2013-11-07T02:00:00Z,2013-11-07 03:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7444,2013-11-07T04:00:00Z,2013-11-07 04:00:00+00:00,2013-11-07T03:00:00Z,2013-11-07 04:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7445,2013-11-07T05:00:00Z,2013-11-07 05:00:00+00:00,2013-11-07T04:00:00Z,2013-11-07 05:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7446,2013-11-07T06:00:00Z,2013-11-07 06:00:00+00:00,2013-11-07T05:00:00Z,2013-11-07 06:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7447,2013-11-07T07:00:00Z,2013-11-07 07:00:00+00:00,2013-11-07T06:00:00Z,2013-11-07 07:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7448,2013-11-07T08:00:00Z,2013-11-07 08:00:00+00:00,2013-11-07T07:00:00Z,2013-11-07 08:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7449,2013-11-07T09:00:00Z,2013-11-07 09:00:00+00:00,2013-11-07T08:00:00Z,2013-11-07 09:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7450,2013-11-07T10:00:00Z,2013-11-07 10:00:00+00:00,2013-11-07T09:00:00Z,2013-11-07 10:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7451,2013-11-07T11:00:00Z,2013-11-07 11:00:00+00:00,2013-11-07T10:00:00Z,2013-11-07 11:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7452,2013-11-07T12:00:00Z,2013-11-07 12:00:00+00:00,2013-11-07T11:00:00Z,2013-11-07 12:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7453,2013-11-07T13:00:00Z,2013-11-07 13:00:00+00:00,2013-11-07T12:00:00Z,2013-11-07 13:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
7454,2013-11-07T14:00:00Z,2013-11-07 14:00:00+00:00,2013-11-07T13:00:00Z,2013-11-07 14:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
