calendar_position,source_timestamp_utc,source_timestamp_local_london,timestamp_utc,timestamp_local,alignment_method
1309,2013-02-24T13:00:00Z,2013-02-24 13:00:00+00:00,2013-02-24T12:00:00Z,2013-02-24 13:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1310,2013-02-24T14:00:00Z,2013-02-24 14:00:00+00:00,2013-02-24T13:00:00Z,2013-02-24 14:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1311,2013-02-24T15:00:00Z,2013-02-24 15:00:00+00:00,2013-02-24T14:00:00Z,2013-02-24 15:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1312,2013-02-24T16:00:00Z,2013-02-24 16:00:00+00:00,2013-02-24T15:00:00Z,2013-02-24 16:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1313,2013-02-24T17:00:00Z,2013-02-24 17:00:00+00:00,2013-02-24T16:00:00Z,2013-02-24 17:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1314,2013-02-24T18:00:00Z,2013-02-24 18:00:00+00:00,2013-02-24T17:00:00Z,2013-02-24 18:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1315,2013-02-24T19:00:00Z,2013-02-24 19:00:00+00:00,2013-02-24T18:00:00Z,2013-02-24 19:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1316,2013-02-24T20:00:00Z,2013-02-24 20:00:00+00:00,2013-02-24T19:00:00Z,2013-02-24 20:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1317,2013-02-24T21:00:00Z,2013-02-24 21:00:00+00:00,2013-02-24T20:00:00Z,2013-02-24 21:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1318,2013-02-24T22:00:00Z,2013-02-24 22:00:00+00:00,2013-02-24T21:00:00Z,2013-02-24 22:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1319,2013-02-24T23:00:00Z,2013-02-24 23:00:00+00:00,2013-02-24T22:00:00Z,2013-02-24 23:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1320,2013-02-25T00:00:00Z,2013-02-25 00:00:00+00:00,2013-02-24T23:00:00Z,2013-02-25 00:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1321,2013-02-25T01:00:00Z,2013-02-25 01:00:00+00:00,2013-02-25T00:00:00Z,2013-02-25 01:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1322,2013-02-25T02:00:00Z,2013-02-25 02:00:00+00:00,2013-02-25T01:00:00Z,2013-02-25 02:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1323,2013-02-25T03:00:00Z,2013-02-25 03:00:00+00:00,2013-02-25T02:00:00Z,2013-02-25 03:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1324,2013-02-25T04:00:00Z,2013-02-25 04:00:00+00:00,2013-02-25T03:00:00Z,2013-02-25 04:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1325,2013-02-25T05:00:00Z,2013-02-25 05:00:00+00:00,2013-02-25T04:00:00Z,2013-02-25 05:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1326,2013-02-25T06:00:00Z,2013-02-25 06:00:00+00:00,2013-02-25T05:00:00Z,2013-02-25 06:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1327,2013-02-25T07:00:00Z,2013-02-25 07:00:00+00:00,2013-02-25T06:00:00Z,2013-02-25 07:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1328,2013-02-25T08:00:00Z,2013-02-25 08:00:00+00:00,2013-02-25T07:00:00Z,2013-02-25 08:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1329,2013-02-25T09:00:00Z,2013-02-25 09:00:00+00:00,2013-02-25T08:00:00Z,2013-02-25 09:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1330,2013-02-25T10:00:00Z,2013-02-25 10:00:00+00:00,2013-02-25T09:00:00Z,2013-02-25 10:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1331,2013-02-25T11:00:00Z,2013-02-25 11:00:00+00:00,2013-02-25T10:00:00Z,2013-02-25 11:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1332,2013-02-25T12:00:00Z,2013-02-25 12:00:00+00:00,2013-02-25T11:00:00Z,2013-02-25 12:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1333,2013-02-25T13:00:00Z,2013-02-25 13:00:00+00:00,2013-02-25T12:00:00Z,2013-02-25 13:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1334,2013-02-25T14:00:00Z,2013-02-25 14:00:00+00:00,2013-02-25T13:00:00Z,2013-02-25 14:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1335,2013-02-25T15:00:00Z,2013-02-25 15:00:00+00:00,2013-02-25T14:00:00Z,2013-02-25 15:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1336,2013-02-25T16:00:00Z,2013-02-25 16:00:00+00:00,2013-02-25T15:00:00Z,2013-02-25 16:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1337,2013-02-25T17:00:00Z,2013-02-25 17:00:00+00:00,2013-02-25T16:00:00Z,2013-02-25 17:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1338,2013-02-25T18:00:00Z,2013-02-25 18:00:00+00:00,2013-02-25T17:00:00Z,2013-02-25 18:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1339,2013-02-25T19:00:00Z,2013-02-25 19:00:00+00:00,2013-02-25T18:00:00Z,2013-02-25 19:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1340,2013-02-25T20:00:00Z,2013-02-25 20:00:00+00:00,2013-02-25T19:00:00Z,2013-02-25 20:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1341,2013-02-25T21:00:00Z,2013-02-25 21:00:00+00:00,2013-02-25T20:00:00Z,2013-02-25 21:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1342,2013-02-25T22:00:00Z,2013-02-25 22:00:00+00:00,2013-02-25T21:00:00Z,2013-02-25 22:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1343,2013-02-25T23:00:00Z,2013-02-25 23:00:00+00:00,2013-02-25T22:00:00Z,2013-02-25 23:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1344,2013-02-26T00:00:00Z,2013-02-26 00:00:00+00:00,2013-02-25T23:00:00Z,2013-02-26 00:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1345,2013-02-26T01:00:00Z,2013-02-26 01:00:00+00:00,2013-02-26T00:00:00Z,2013-02-26 01:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1346,2013-02-26T02:00:00Z,2013-02-26 02:00:00+00:00,2013-02-26T01:00:00Z,2013-02-26 02:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1347,2013-02-26T03:00:00Z,2013-02-26 03:00:00+00:00,2013-02-26T02:00:00Z,2013-02-26 03:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1348,2013-02-26T04:00:00Z,2013-02-26 04:00:00+00:00,2013-02-26T03:00:00Z,2013-02-26 04:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1349,2013-02-26T05:00:00Z,2013-02-26 05:00:00+00:00,2013-02-26T04:00:00Z,2013-02-26 05:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1350,2013-02-26T06:00:00Z,2013-02-26 06:00:00+00:00,2013-02-26T05:00:00Z,2013-02-26 06:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1351,2013-02-26T07:00:00Z,2013-02-26 07:00:00+00:00,2013-02-26T06:00:00Z,2013-02-26 07:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1352,2013-02-26T08:00:00Z,2013-02-26 08:00:00+00:00,2013-02-26T07:00:00Z,2013-02-26 08:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1353,2013-02-26T09:00:00Z,2013-02-26 09:00:00+00:00,2013-02-26T08:00:00Z,2013-02-26 09:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1354,2013-02-26T10:00:00Z,2013-02-26 10:00:00+00:00,2013-02-26T09:00:00Z,2013-02-26 10:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1355,2013-02-26T11:00:00Z,2013-02-26 11:00:00+00:00,2013-02-26T10:00:00Z,2013-02-26 11:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1356,2013-02-26T12:00:00Z,2013-02-26 12:00:00+00:00,2013-02-26T11:00:00Z,2013-02-26 12:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1357,2013-02-26T13:00:00Z,2013-02-26 13:00:00+00:00,2013-02-26T12:00:00Z,2013-02-26 13:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1358,2013-02-26T14:00:00Z,2013-02-26 14:00:00+00:00,2013-02-26T13:00:00Z,2013-02-26 14:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1359,2013-02-26T15:00:00Z,2013-02-26 15:00:00+00:00,2013-02-26T14:00:00Z,2013-02-26 15:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1360,2013-02-26T16:00:00Z,2013-02-26 16:00:00+00:00,2013-02-26T15:00:00Z,2013-02-26 16:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1361,2013-02-26T17:00:00Z,2013-02-26 17:00:00+00:00,2013-02-26T16:00:00Z,2013-02-26 17:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1362,2013-02-26T18:00:00Z,2013-02-26 18:00:00+00:00,2013-02-26T17:00:00Z,2013-02-26 18:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1363,2013-02-26T19:00:00Z,2013-02-26 19:00:00+00:00,2013-02-26T18:00:00Z,2013-02-26 19:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1364,2013-02-26T20:00:00Z,2013-02-26 20:00:00+00:00,2013-02-26T19:00:00Z,2013-02-26 20:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1365,2013-02-26T21:00:00Z,2013-02-26 21:00:00+00:00,2013-02-26T20:00:00Z,2013-02-26 21:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1366,2013-02-26T22:00:00Z,2013-02-26 22:00:00+00:00,2013-02-26T21:00:00Z,2013-02-26 22:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1367,2013-02-26T23:00:00Z,2013-02-26 23:00:00+00:00,2013-02-26T22:00:00Z,2013-02-26 23:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1368,2013-02-27T00:00:00Z,2013-02-27 00:00:00+00:00,2013-02-26T23:00:00Z,2013-02-27 00:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1369,2013-02-27T01:00:00Z,2013-02-27 01:00:00+00:00,2013-02-27T00:00:00Z,2013-02-27 01:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1370,2013-02-27T02:00:00Z,2013-02-27 02:00:00+00:00,2013-02-27T01:00:00Z,2013-02-27 02:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1371,2013-02-27T03:00:00Z,2013-02-27 03:00:00+00:00,2013-02-27T02:00:00Z,2013-02-27 03:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1372,2013-02-27T04:00:00Z,2013-02-27 04:00:00+00:00,2013-02-27T03:00:00Z,2013-02-27 04:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1373,2013-02-27T05:00:00Z,2013-02-27 05:00:00+00:00,2013-02-27T04:00:00Z,2013-02-27 05:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1374,2013-02-27T06:00:00Z,2013-02-27 06:00:00+00:00,2013-02-27T05:00:00Z,2013-02-27 06:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1375,2013-02-27T07:00:00Z,2013-02-27 07:00:00+00:00,2013-02-27T06:00:00Z,2013-02-27 07:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1376,2013-02-27T08:00:00Z,2013-02-27 08:00:00+00:00,2013-02-27T07:00:00Z,2013-02-27 08:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1377,2013-02-27T09:00:00Z,2013-02-27 09:00:00+00:00,2013-02-27T08:00:00Z,2013-02-27 09:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1378,2013-02-27T10:00:00Z,2013-02-27 10:00:00+00:00,2013-02-27T09:00:00Z,2013-02-27 10:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1379,2013-02-27T11:00:00Z,2013-02-27 11:00:00+00:00,2013-02-27T10:00:00Z,2013-02-27 11:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1380,2013-02-27T12:00:00Z,2013-02-27 12:00:00+00:00,2013-02-27T11:00:00Z,2013-02-27 12:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1381,2013-02-27T13:00:00Z,2013-02-27 13:00:00+00:00,2013-02-27T12:00:00Z,2013-02-27 13:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1382,2013-02-27T14:00:00Z,2013-02-27 14:00:00+00:00,2013-02-27T13:00:00Z,2013-02-27 14:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1383,2013-02-27T15:00:00Z,2013-02-27 15:00:00+00:00,2013-02-27T14:00:00Z,2013-02-27 15:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1384,2013-02-27T16:00:00Z,2013-02-27 16:00:00+00:00,2013-02-27T15:00:00Z,2013-02-27 16:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1385,2013-02-27T17:00:00Z,2013-02-27 17:00:00+00:00,2013-02-27T16:00:00Z,2013-02-27 17:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1386,2013-02-27T18:00:00Z,2013-02-27 18:00:00+00:00,2013-02-27T17:00:00Z,2013-02-27 18:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1387,2013-02-27T19:00:00Z,2013-02-27 19:00:00+00:00,2013-02-27T18:00:00Z,2013-02-27 19:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1388,2013-02-27T20:00:00Z,2013-02-27 20:00:00+00:00,2013-02-27T19:00:00Z,2013-02-27 20:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1389,2013-02-27T21:00:00Z,2013-02-27 21:00:00+00:00,2013-02-27T20:00:00Z,2013-02-27 21:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1390,2013-02-27T22:00:00Z,2013-02-27 22:00:00+00:00,2013-02-27T21:00:00Z,2013-02-27 22:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1391,2013-02-27T23:00:00Z,2013-02-27 23:00:00+00:00,2013-02-27T22:00:00Z,2013-02-27 23:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1392,2013-02-28T00:00:00Z,2013-02-28 00:00:00+00:00,2013-02-27T23:00:00Z,2013-02-28 00:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1393,2013-02-28T01:00:00Z,2013-02-28 01:00:00+00:00,2013-02-28T00:00:00Z,2013-02-28 01:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1394,2013-02-28T02:00:00Z,2013-02-28 02:00:00+00:00,2013-02-28T01:00:00Z,2013-02-28 02:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1395,2013-02-28T03:00:00Z,2013-02-28 03:00:00+00:00,2013-02-28T02:00:00Z,2013-02-28 03:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1396,2013-02-28T04:00:00Z,2013-02-28 04:00:00+00:00,2013-02-28T03:00:00Z,2013-02-28 04:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1397,2013-02-28T05:00:00Z,2013-02-28 05:00:00+00:00,2013-02-28T04:00:00Z,2013-02-28 05:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1398,2013-02-28T06:00:00Z,2013-02-28 06:00:00+00:00,2013-02-28T05:00:00Z,2013-02-28 06:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1399,2013-02-28T07:00:00Z,2013-02-28 07:00:00+00:00,2013-02-28T06:00:00Z,2013-02-28 07:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1400,2013-02-28T08:00:00Z,2013-02-28 08:00:00+00:00,2013-02-28T07:00:00Z,2013-02-28 08:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1401,2013-02-28T09:00:00Z,2013-02-28 09:00:00+00:00,2013-02-28T08:00:00Z,2013-02-28 09:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1402,2013-02-28T10:00:00Z,2013-02-28 10:00:00+00:00,2013-02-28T09:00:00Z,2013-02-28 10:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1403,2013-02-28T11:00:00Z,2013-02-28 11:00:00+00:00,2013-02-28T10:00:00Z,2013-02-28 11:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1404,2013-02-28T12:00:00Z,2013-02-28 12:00:00+00:00,2013-02-28T11:00:00Z,2013-02-28 12:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1405,2013-02-28T13:00:00Z,2013-02-28 13:00:00+00:00,2013-02-28T12:00:00Z,2013-02-28 13:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1406,2013-02-28T14:00:00Z,2013-02-28 14:00:00+00:00,2013-02-28T13:00:00Z,2013-02-28 14:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1407,2013-02-28T15:00:00Z,2013-02-28 15:00:00+00:00,2013-02-28T14:00:00Z,2013-02-28 15:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1408,2013-02-28T16:00:00Z,2013-02-28 16:00:00+00:00,2013-02-28T15:00:00Z,2013-02-28 16:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1409,2013-02-28T17:00:00Z,2013-02-28 17:00:00+00:00,2013-02-28T16:00:00Z,2013-02-28 17:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1410,2013-02-28T18:00:00Z,2013-02-28 18:00:00+00:00,2013-02-28T17:00:00Z,2013-02-28 18:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1411,2013-02-28T19:00:00Z,2013-02-28 19:00:00+00:00,2013-02-28T18:00:00Z,2013-02-28 19:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1412,2013-02-28T20:00:00Z,2013-02-28 20:00:00+00:00,2013-02-28T19:00:00Z,2013-02-28 20:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1413,2013-02-28T21:00:00Z,2013-02-28 21:00:00+00:00,2013-02-28T20:00:00Z,2013-02-28 21:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1414,2013-02-28T22:00:00Z,2013-02-28 22:00:00+00:00,2013-02-28T21:00:00Z,2013-02-28 22:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1415,2013-02-28T23:00:00Z,2013-02-28 23:00:00+00:00,2013-02-28T22:00:00Z,2013-02-28 23:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1416,2013-03-01T00:00:00Z,2013-03-01 00:00:00+00:00,2013-02-28T23:00:00Z,2013-03-01 00:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1417,2013-03-01T01:00:00Z,2013-03-01 01:00:00+00:00,2013-03-01T00:00:00Z,2013-03-01 01:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1418,2013-03-01T02:00:00Z,2013-03-01 02:00:00+00:00,2013-03-01T01:00:00Z,2013-03-01 02:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1419,2013-03-01T03:00:00Z,2013-03-01 03:00:00+00:00,2013-03-01T02:00:00Z,2013-03-01 03:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1420,2013-03-01T04:00:00Z,2013-03-01 04:00:00+00:00,2013-03-01T03:00:00Z,2013-03-01 04:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1421,2013-03-01T05:00:00Z,2013-03-01 05:00:00+00:00,2013-03-01T04:00:00Z,2013-03-01 05:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1422,2013-03-01T06:00:00Z,2013-03-01 06:00:00+00:00,2013-03-01T05:00:00Z,2013-03-01 06:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1423,2013-03-01T07:00:00Z,2013-03-01 07:00:00+00:00,2013-03-01T06:00:00Z,2013-03-01 07:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1424,2013-03-01T08:00:00Z,2013-03-01 08:00:00+00:00,2013-03-01T07:00:00Z,2013-03-01 08:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1425,2013-03-01T09:00:00Z,2013-03-01 09:00:00+00:00,2013-03-01T08:00:00Z,2013-03-01 09:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1426,2013-03-01T10:00:00Z,2013-03-01 10:00:00+00:00,2013-03-01T09:00:00Z,2013-03-01 10:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1427,2013-03-01T11:00:00Z,2013-03-01 11:00:00+00:00,2013-03-01T10:00:00Z,2013-03-01 11:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1428,2013-03-01T12:00:00Z,2013-03-01 12:00:00+00:00,2013-03-01T11:00:00Z,2013-03-01 12:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1429,2013-03-01T13:00:00Z,2013-03-01 13:00:00+00:00,2013-03-01T12:00:00Z,2013-03-01 13:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1430,2013-03-01T14:00:00Z,2013-03-01 14:00:00+00:00,2013-03-01T13:00:00Z,2013-03-01 14:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1431,2013-03-01T15:00:00Z,2013-03-01 15:00:00+00:00,2013-03-01T14:00:00Z,2013-03-01 15:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1432,2013-03-01T16:00:00Z,2013-03-01 16:00:00+00:00,2013-03-01T15:00:00Z,2013-03-01 16:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1433,2013-03-01T17:00:00Z,2013-03-01 17:00:00+00:00,2013-03-01T16:00:00Z,2013-03-01 17:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1434,2013-03-01T18:00:00Z,2013-03-01 18:00:00+00:00,2013-03-01T17:00:00Z,2013-03-01 18:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1435,2013-03-01T19:00:00Z,2013-03-01 19:00:00+00:00,2013-03-01T18:00:00Z,2013-03-01 19:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1436,2013-03-01T20:00:00Z,2013-03-01 20:00:00+00:00,2013-03-01T19:00:00Z,2013-03-01 20:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1437,2013-03-01T21:00:00Z,2013-03-01 21:00:00+00:00,2013-03-01T20:00:00Z,2013-03-01 21:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1438,2013-03-01T22:00:00Z,2013-03-01 22:00:00+00:00,2013-03-01T21:00:00Z,2013-03-01 22:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1439,2013-03-01T23:00:00Z,2013-03-01 23:00:00+00:00,2013-03-01T22:00:00Z,2013-03-01 23:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1440,2013-03-02T00:00:00Z,2013-03-02 00:00:00+00:00,2013-03-01T23:00:00Z,2013-03-02 00:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1441,2013-03-02T01:00:00Z,2013-03-02 01:00:00+00:00,2013-03-02T00:00:00Z,2013-03-02 01:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1442,2013-03-02T02:00:00Z,2013-03-02 02:00:00+00:00,2013-03-02T01:00:00Z,2013-03-02 02:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1443,2013-03-02T03:00:00Z,2013-03-02 03:00:00+00:00,2013-03-02T02:00:00Z,2013-03-02 03:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1444,2013-03-02T04:00:00Z,2013-03-02 04:00:00+00:00,2013-03-02T03:00:00Z,2013-03-02 04:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1445,2013-03-02T05:00:00Z,2013-03-02 05:00:00+00:00,2013-03-02T04:00:00Z,2013-03-02 05:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1446,2013-03-02T06:00:00Z,2013-03-02 06:00:00+00:00,2013-03-02T05:00:00Z,2013-03-02 06:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1447,2013-03-02T07:00:00Z,2013-03-02 07:00:00+00:00,2013-03-02T06:00:00Z,2013-03-02 07:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1448,2013-03-02T08:00:00Z,2013-03-02 08:00:00+00:00,2013-03-02T07:00:00Z,2013-03-02 08:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1449,2013-03-02T09:00:00Z,2013-03-02 09:00:00+00:00,2013-03-02T08:00:00Z,2013-03-02 09:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1450,2013-03-02T10:00:00Z,2013-03-02 10:00:00+00:00,2013-03-02T09:00:00Z,2013-03-02 10:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
1451,2013-03-02T11:00:00Z,2013-03-02 11:00:00+00:00,2013-03-02T10:00:00Z,2013-03-02 11:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
